rating,place,aircraft ,aircraft 1,traveller_type ,traveller_type  1,seat_type,route ,route 1,date_flown,seat_comfort,cabin_staff_service,food_beverages,ground_service,value_for_money,entertainment
1,Czech Republic,Boeing 777 / A320,Boeing 777 / A320,Couple Leisure,Couple Leisure,Economy Class,SEA to PRG via LHR,SEA to PRG via LHR,01-09-2016,3,1,1,1,2,3
2,Australia,A380,A380,Family Leisure,Family Leisure,Economy Class,SIN to LHR,SIN to LHR,01-08-2016,1,2,1,2,2,1
1,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,LHR to BUD,LHR to BUD,01-10-2016,1,1,1,1,1,-1
4,United States,A380,A380,Couple Leisure,Couple Leisure,First Class,IAD to NBO via LHR,IAD to NBO via LHR,01-09-2016,2,4,4,2,3,3
1,United Kingdom,A320,A320,Family Leisure,Family Leisure,Economy Class,AGP to LGW,AGP to LGW,01-10-2016,2,4,1,4,1,-1
3,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Business Class,LGW to MRU,LGW to MRU,01-10-2016,3,4,2,4,2,-1
5,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,DBV to LGW,DBV to LGW,01-10-2016,2,4,1,2,2,1
3,Canada,Boeing 787-8 / A320,Boeing 787-8 / A320,Couple Leisure,Couple Leisure,Business Class,YYC to FCO via LHR,YYC to FCO via LHR,01-10-2016,2,5,5,1,1,3
1,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,LHR to GVA,LHR to GVA,01-10-2016,4,2,3,2,3,3
2,United Kingdom,Unknown,,Family Leisure,Family Leisure,Economy Class,LCY to AGP,LCY to AGP,01-09-2016,3,3,2,1,1,-1
4,United Kingdom,Boeing 747-400,Boeing 747-400,Solo Leisure,Solo Leisure,Economy Class,LHR to DEN,LHR to DEN,01-10-2016,3,2,1,3,3,1
2,United Arab Emirates,Boeing 777,Boeing 777,Business,Business,First Class,DXB to DUB via LHR,DXB to DUB via LHR,01-07-2016,4,4,2,1,1,2
5,United Kingdom,Boeing 747-400,Boeing 747-400,Couple Leisure,Couple Leisure,Economy Class,LAS to LHR,LAS to LHR,01-10-2016,2,2,2,4,1,1
8,Portugal,Boeing 747,Boeing 747,Solo Leisure,Solo Leisure,Economy Class,BOS to LHR,BOS to LHR,01-10-2016,4,5,4,2,4,4
9,Portugal,A320,A320,Solo Leisure,Solo Leisure,Economy Class,LHR to LIS,LHR to LIS,01-10-2016,5,5,4,4,5,-1
4,Canada,Boeing 777 / 747,Boeing 777 / 747,Business,Business,Premium Economy,YYZ to LIS via LHR,YYZ to LIS via LHR,01-05-2016,3,4,1,4,3,1
4,United States,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Premium Economy,LHR to ATL,LHR to ATL,01-10-2016,3,2,3,2,3,3
7,United States,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Economy Class,BOS to LHR,BOS to LHR,01-09-2016,3,4,2,1,4,5
5,Germany,Unknown,,Business,Business,Economy Class,JFK to DUS via LHR,JFK to DUS via LHR,01-10-2016,3,2,3,2,2,4
4,United Kingdom,A380,A380,Couple Leisure,Couple Leisure,Business Class,JNB to LHR,JNB to LHR,01-09-2016,1,2,1,3,2,1
7,United Kingdom,A319,A319,Couple Leisure,Couple Leisure,Economy Class,LHR to BGO,LHR to BGO,01-09-2016,3,4,3,3,3,-1
2,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Economy Class,LGW to MRU,LGW to MRU,01-09-2016,3,1,1,3,2,2
3,Thailand,Unknown,,Couple Leisure,Couple Leisure,Business Class,CDG to BKK via LHR,CDG to BKK via LHR,01-09-2016,1,1,1,4,3,-1
1,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,GLA to ZRH via LCY,GLA to ZRH via LCY,01-07-2016,3,3,3,1,1,1
2,United Kingdom,Boeing 767,Boeing 767,Family Leisure,Family Leisure,Economy Class,LCA to LHR,LCA to LHR,01-09-2016,3,3,3,2,2,1
9,Australia,A380,A380,Couple Leisure,Couple Leisure,First Class,SIN to LHR,SIN to LHR,01-09-2016,4,5,4,4,4,-1
5,United Kingdom,Boeing 777,Boeing 777,Family Leisure,Family Leisure,Economy Class,SJO to LGW,SJO to LGW,01-09-2016,1,3,1,3,3,1
5,United Kingdom,Boeing 777-200,Boeing 777-200,Couple Leisure,Couple Leisure,Business Class,LHR to BKK,LHR to BKK,01-09-2016,3,3,2,5,3,3
8,Australia,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,First Class,MEL to SIN via SYD,MEL to SIN via SYD,01-09-2016,3,4,4,5,4,4
8,United Kingdom,Boeing 767,Boeing 767,Couple Leisure,Couple Leisure,Business Class,LHR to AMS,LHR to AMS,01-09-2016,3,4,3,5,4,-1
8,United States,Boeing 787,Boeing 787,Solo Leisure,Solo Leisure,Premium Economy,SJC to LHR,SJC to LHR,01-09-2016,4,3,3,1,4,4
7,United Kingdom,A319,A319,Solo Leisure,Solo Leisure,Economy Class,LGW to OPO,LGW to OPO,01-09-2016,4,4,2,3,4,-1
5,New Zealand,Boeing 747-400 / 777,Boeing 747-400 / 777,Solo Leisure,Solo Leisure,Business Class,BAH to BOS via LHR,BAH to BOS via LHR,01-09-2016,2,2,3,3,3,2
8,Argentina,Boeing 777,Boeing 777,Solo Leisure,Solo Leisure,Business Class,LGW to JFK,LGW to JFK,01-09-2016,2,5,4,3,4,4
9,United Kingdom,A320,A320,Couple Leisure,Couple Leisure,Economy Class,LHR to KGS,LHR to KGS,01-09-2016,3,5,3,4,4,-1
8,Germany,A380,A380,Couple Leisure,Couple Leisure,Economy Class,LHR to JNB,LHR to JNB,01-09-2016,4,5,3,4,5,4
1,United States,Boeing 777-300,Boeing 777-300,Business,Business,Premium Economy,ATL to GVA via LHR,ATL to GVA via LHR,01-09-2016,2,5,1,1,1,1
1,Ireland,Boeing 777-300,Boeing 777-300,Couple Leisure,Couple Leisure,Economy Class,ATL to LHR,ATL to LHR,01-09-2016,1,2,1,1,1,4
8,United Arab Emirates,Boeing 787,Boeing 787,Business,Business,Premium Economy,AUH to LHR,AUH to LHR,01-09-2016,4,4,4,3,4,4
3,United Kingdom,Boeing 777-200,Boeing 777-200,Family Leisure,Family Leisure,Premium Economy,London to JFK,London to JFK,01-09-2016,2,2,1,3,2,1
5,United Kingdom,A380,A380,Business,Business,Economy Class,LHR to JNB,LHR to JNB,01-09-2016,3,2,3,3,2,2
3,United Arab Emirates,Boeing 787,Boeing 787,Family Leisure,Family Leisure,Economy Class,AUH to LHR,AUH to LHR,01-09-2016,2,1,2,1,3,3
2,United Kingdom,A319,A319,Family Leisure,Family Leisure,Economy Class,LGW to AGP,LGW to AGP,01-09-2016,2,5,1,2,3,-1
1,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,BUD to LHR,BUD to LHR,01-09-2016,2,1,1,1,1,-1
8,Taiwan,Unknown,,Solo Leisure,Solo Leisure,Business Class,LHR to AMS,LHR to AMS,01-09-2016,4,5,4,5,4,-1
4,United States,Boeing 747,Boeing 747,Family Leisure,Family Leisure,Economy Class,LHR to SEA,LHR to SEA,01-08-2016,3,4,1,1,2,4
1,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,LHR to BUD,LHR to BUD,01-09-2016,2,1,1,1,1,-1
1,Australia,Boeing 767,Boeing 767,Solo Leisure,Solo Leisure,Business Class,LHR to ATH,LHR to ATH,01-09-2016,1,1,1,3,1,3
3,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,LGW to BIO,LGW to BIO,01-08-2016,3,4,3,2,2,1
6,United Kingdom,Boeing 767,Boeing 767,Business,Business,Business Class,LHR to IST,LHR to IST,01-09-2016,4,5,4,4,4,2
4,Australia,Unknown,,Solo Leisure,Solo Leisure,Economy Class,MAD to PER via SIN,MAD to PER via SIN,01-08-2016,2,3,2,3,2,1
1,United Kingdom,Boeing 747-400,Boeing 747-400,Couple Leisure,Couple Leisure,First Class,MIA to LHR,MIA to LHR,01-09-2016,1,1,1,1,1,1
2,United Kingdom,A320,A320,Couple Leisure,Couple Leisure,Business Class,LHR to KRK,LHR to KRK,01-09-2016,1,2,1,1,1,-1
3,United Kingdom,Boeing 747,Boeing 747,Business,Business,Economy Class,LHR to DEN,LHR to DEN,01-09-2016,1,3,4,4,2,1
8,United Kingdom,Boeing 747-400,Boeing 747-400,Solo Leisure,Solo Leisure,Economy Class,LHR to CPT,LHR to CPT,01-09-2016,3,4,4,5,4,2
5,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,LHR to MIA,LHR to MIA,01-09-2016,2,3,3,2,4,2
2,United Kingdom,A380,A380,Couple Leisure,Couple Leisure,Economy Class,LHR to JNB,LHR to JNB,01-08-2016,1,1,1,2,1,2
3,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,NAP to LGW,NAP to LGW,01-09-2016,2,3,1,2,2,-1
4,United Kingdom,A320,A320,Family Leisure,Family Leisure,Economy Class,LHR to LCA,LHR to LCA,01-09-2016,3,4,1,3,3,1
4,United Kingdom,A320,A320,Couple Leisure,Couple Leisure,Business Class,DBV to LGW,DBV to LGW,01-09-2016,3,3,1,2,2,-1
1,United Kingdom,Boeing 777,Boeing 777,Business,Business,First Class,ATL to LHR,ATL to LHR,01-08-2016,3,4,2,1,1,2
8,United Kingdom,A319,A319,Couple Leisure,Couple Leisure,Economy Class,LHR to DUB,LHR to DUB,01-09-2016,4,4,2,4,4,-1
6,United Kingdom,A320,A320,Couple Leisure,Couple Leisure,Business Class,LGW to DBV,LGW to DBV,01-09-2016,3,5,3,3,3,-1
4,Switzerland,A380-800,A380-800,Solo Leisure,Solo Leisure,Business Class,LHR to HKG,LHR to HKG,01-09-2016,4,4,3,1,3,4
8,Switzerland,A319,A319,Solo Leisure,Solo Leisure,Business Class,AMS to LHR,AMS to LHR,01-09-2016,3,5,4,3,3,-1
4,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,OPO to LGW,OPO to LGW,01-09-2016,4,3,1,3,4,1
2,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,NAP to LGW,NAP to LGW,01-09-2016,1,1,1,3,1,-1
9,United Kingdom,Unknown,,Family Leisure,Family Leisure,Economy Class,LGW to OPO,LGW to OPO,01-09-2016,4,5,2,4,4,1
1,Germany,A320,A320,Business,Business,Business Class,LHR to TXL,LHR to TXL,01-08-2016,1,1,1,1,1,1
2,United Kingdom,Unknown,,Business,Business,Business Class,LHR to SVO,LHR to SVO,01-09-2016,4,4,3,1,1,4
2,Germany,Unknown,,Couple Leisure,Couple Leisure,Economy Class,MUC to CPT via LHR,MUC to CPT via LHR,01-09-2016,2,4,2,3,3,3
6,Austria,A320,A320,Solo Leisure,Solo Leisure,Economy Class,VIE to OPO via LGW,VIE to OPO via LGW,01-03-2016,4,4,4,2,3,-1
4,United Kingdom,E-170,E-170,Family Leisure,Family Leisure,Economy Class,LCY to GVA,LCY to GVA,01-08-2016,4,3,3,3,2,2
7,United Kingdom,A319,A319,Family Leisure,Family Leisure,Economy Class,LHR to MUC,LHR to MUC,01-07-2016,4,4,3,4,3,-1
3,United Kingdom,A320,A320,Family Leisure,Family Leisure,Business Class,LGW to MLA,LGW to MLA,01-08-2016,3,5,2,5,1,-1
5,Cyprus,Boeing 767,Boeing 767,Family Leisure,Family Leisure,Business Class,LHR to LCA,LHR to LCA,01-08-2016,1,5,5,3,2,1
8,Germany,Boeing 787-900,Boeing 787-900,Business,Business,Economy Class,LHR to PVG,LHR to PVG,01-08-2016,2,5,4,5,5,3
1,Singapore,A380,A380,Family Leisure,Family Leisure,Economy Class,PRG to SIN via LHR,PRG to SIN via LHR,01-08-2016,3,1,1,1,3,1
10,United Kingdom,A320,A320,Business,Business,Economy Class,LHR to GLA,LHR to GLA,01-08-2016,5,5,5,4,5,-1
3,United Kingdom,Boeing 747-400,Boeing 747-400,Family Leisure,Family Leisure,Business Class,PHX to LHR,PHX to LHR,01-08-2016,1,2,2,2,1,1
6,United Kingdom,A320,A320,Solo Leisure,Solo Leisure,Economy Class,LIS to LHR,LIS to LHR,01-08-2016,5,5,2,2,2,-1
4,United Kingdom,A320,A320,Family Leisure,Family Leisure,Economy Class,LGW to RAK,LGW to RAK,01-08-2016,4,3,2,3,3,-1
7,Australia,Boeing 767,Boeing 767,Solo Leisure,Solo Leisure,Economy Class,BCN to LHR,BCN to LHR,01-08-2016,3,4,3,4,3,1
2,United Kingdom,Unknown,,Business,Business,Economy Class,LHR to BHD,LHR to BHD,01-08-2016,4,2,1,3,2,-1
5,United Kingdom,Boeing 747-400,Boeing 747-400,Family Leisure,Family Leisure,First Class,"LHR to BOS, SEA to LHR","LHR to BOS, SEA to LHR",01-07-2016,5,2,1,5,1,3
1,Germany,A320,A320,Business,Business,Economy Class,TXL to LHR,TXL to LHR,01-08-2016,1,2,1,2,1,1
4,United Kingdom,A320,A320,Solo Leisure,Solo Leisure,Economy Class,WAW to LHR,WAW to LHR,01-08-2016,3,4,1,2,2,1
4,United Kingdom,Boeing 747-400,Boeing 747-400,Couple Leisure,Couple Leisure,Economy Class,MAN to JFK via LHR,MAN to JFK via LHR,01-08-2016,2,2,3,1,3,4
3,Canada,787,787,Family Leisure,Family Leisure,Premium Economy,LHR to YYC,LHR to YYC,01-08-2016,5,2,3,1,1,5
4,New Zealand,A320,A320,Family Leisure,Family Leisure,First Class,MLA to LHR ,MLA to LHR ,01-07-2016,2,2,1,3,3,1
1,United Kingdom,Boeing 777,Boeing 777,Business,Business,First Class,PHL to LHR,PHL to LHR,01-08-2016,4,4,1,5,1,-1
9,United Kingdom,Boeing 747-400,Boeing 747-400,Couple Leisure,Couple Leisure,Business Class,LHR to BOS,LHR to BOS,01-07-2016,5,4,3,5,4,4
1,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Business Class,NAP to LGW,NAP to LGW,01-08-2016,3,3,3,1,1,1
7,United Kingdom,A321/A319,A321/A319,Business,Business,Economy Class,LHR to CDG,LHR to CDG,01-08-2016,4,5,2,4,4,-1
3,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,ABV to LHR,ABV to LHR,01-08-2016,3,3,1,3,2,2
5,United Kingdom,Unknown,,Family Leisure,Family Leisure,Economy Class,LHR to IST,LHR to IST,01-08-2016,4,5,1,4,3,3
7,China,A320,A320,Solo Leisure,Solo Leisure,Economy Class,LHR to KRK,LHR to KRK,01-08-2016,3,3,2,4,5,-1
3,United Kingdom,A320,A320,Solo Leisure,Solo Leisure,Economy Class,LHR to DUB,LHR to DUB,01-08-2016,3,2,2,1,2,-1
8,United Kingdom,A380,A380,Business,Business,Economy Class,LHR to YVR,LHR to YVR,01-08-2016,3,5,5,3,3,5
5,United States,A380,A380,Couple Leisure,Couple Leisure,Business Class,LHR to IAD ,LHR to IAD ,01-08-2016,1,3,3,3,3,4
1,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,LHR to YUL,LHR to YUL,01-08-2016,1,2,1,2,1,2
10,Switzerland,A321,A321,Solo Leisure,Solo Leisure,Economy Class,ZRH to LHR,ZRH to LHR,01-08-2016,5,5,5,5,5,-1
7,Germany,Boeing 777-200,Boeing 777-200,Solo Leisure,Solo Leisure,Economy Class,BOS to SXF via LHR,BOS to SXF via LHR,01-08-2016,3,4,3,4,3,5
10,United Kingdom,Boeing 777-236 ER,Boeing 777-236 ER,Couple Leisure,Couple Leisure,Business Class,LGW to TPA,LGW to TPA,01-04-2016,5,5,5,3,4,3
1,United Kingdom,A319,A319,Business,Business,Business Class,FRA to LHR,FRA to LHR,01-08-2016,1,1,1,1,1,1
2,United States,Unknown,,Couple Leisure,Couple Leisure,Business Class,DUB to SFO via PHL,DUB to SFO via PHL,01-06-2016,1,3,3,4,2,1
3,Mexico,Boeing 747,Boeing 747,Solo Leisure,Solo Leisure,Premium Economy,MEX to AMS via LHR,MEX to AMS via LHR,01-08-2016,3,3,3,1,1,1
1,Switzerland,Unknown,,Solo Leisure,Solo Leisure,Economy Class,ZRH to BWI via LHR,ZRH to BWI via LHR,01-06-2016,-1,-1,-1,1,1,-1
8,Singapore,Boeing 777-300ER,Boeing 777-300ER,Solo Leisure,Solo Leisure,Economy Class,SIN to SYD,SIN to SYD,01-08-2016,4,4,4,4,5,4
7,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Business Class,LHR to NAS,LHR to NAS,01-06-2016,4,5,3,4,3,-1
6,United Kingdom,A380,A380,Family Leisure,Family Leisure,Business Class,MIA to LHR,MIA to LHR,01-07-2016,4,3,3,3,3,3
8,Qatar,Boeing 777,Boeing 777,Business,Business,Premium Economy,DOH to CDG via BAH / LHR,DOH to CDG via BAH / LHR,01-07-2016,4,4,4,4,4,4
6,Brazil,Boeing 747-400,Boeing 747-400,Solo Leisure,Solo Leisure,First Class,GRU to LHR,GRU to LHR,01-07-2016,3,5,1,4,2,2
7,United Kingdom,Boeing 787,Boeing 787,Couple Leisure,Couple Leisure,Business Class,GLA to KUL via LHR,GLA to KUL via LHR,01-04-2016,4,5,3,3,3,3
7,United Kingdom,A380,A380,Family Leisure,Family Leisure,Business Class,LHR to MIA,LHR to MIA,01-07-2016,5,3,4,3,4,4
8,Australia,A320 / Boeing 787,A320 / Boeing 787,Business,Business,Business Class,ATH to KUL via LHR,ATH to KUL via LHR,01-07-2016,4,4,4,4,4,4
8,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,LCY to FLR,LCY to FLR,01-07-2016,3,4,3,3,4,-1
6,Germany,Boeing 767-300,Boeing 767-300,Business,Business,Economy Class,FRA to LHR,FRA to LHR,01-07-2016,3,3,3,4,4,-1
10,United Kingdom,A319,A319,Couple Leisure,Couple Leisure,Economy Class,LBA to LHR,LBA to LHR,01-07-2016,5,5,5,5,5,4
5,United Kingdom,Boeing 777-200,Boeing 777-200,Business,Business,Economy Class,BLR to LHR,BLR to LHR,01-07-2016,4,3,3,1,3,2
5,Thailand,Unknown,,Business,Business,Business Class,BKK to LHR,BKK to LHR,01-07-2016,3,3,3,2,2,1
1,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Premium Economy,MRU to LHR,MRU to LHR,01-07-2016,1,1,1,1,1,1
1,United Kingdom,A321,A321,Family Leisure,Family Leisure,Business Class,GLA to LIS via LHR,GLA to LIS via LHR,01-07-2016,1,2,1,1,1,-1
1,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,EDI to PRG via LHR,EDI to PRG via LHR,01-07-2016,2,2,-1,2,1,1
1,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,ABZ to SFO via LHR,ABZ to SFO via LHR,01-07-2016,1,3,4,3,3,1
4,United States,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,First Class,LHR to DFW,LHR to DFW,01-07-2016,3,1,2,5,2,-1
10,United Kingdom,Boeing 777-200,Boeing 777-200,Solo Leisure,Solo Leisure,First Class,LHR to JFK,LHR to JFK,01-07-2016,5,5,5,5,5,5
10,United Kingdom,Boeing 747-400,Boeing 747-400,Solo Leisure,Solo Leisure,Business Class,JFK to LHR,JFK to LHR,01-07-2016,5,5,4,5,5,5
3,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Business Class,BSL to LHR,BSL to LHR,01-07-2016,1,3,1,1,1,-1
7,United Kingdom,Boeing 787,Boeing 787,Couple Leisure,Couple Leisure,Business Class,LHR to YYC,LHR to YYC,01-07-2016,4,5,3,4,3,5
3,United Kingdom,Boeing 777,Boeing 777,Business,Business,First Class,LHR to BOS,LHR to BOS,01-07-2016,4,4,4,1,2,3
7,United States,Unknown,,Business,Business,Business Class,LHR to ZRH,LHR to ZRH,01-07-2016,3,4,3,4,4,-1
1,United Kingdom,A320,A320,Business,Business,Business Class,LHR to GVA,LHR to GVA,01-07-2016,1,2,1,1,1,-1
3,Netherlands,Boeing 777-200,Boeing 777-200,Couple Leisure,Couple Leisure,Business Class,AMS to BKK via LHR,AMS to BKK via LHR,01-07-2016,3,2,1,1,1,3
1,United States,Unknown,,Solo Leisure,Solo Leisure,Economy Class,MXP to MEX via LHR,MXP to MEX via LHR,01-07-2016,3,3,3,1,1,2
2,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Business Class,LHR to BUD,LHR to BUD,01-06-2016,1,3,1,1,1,-1
2,United Kingdom,A320,A320,Solo Leisure,Solo Leisure,Business Class,GVA to LHR,GVA to LHR,01-07-2016,1,4,2,3,1,-1
1,United States,Boeing 747-400,Boeing 747-400,Business,Business,Economy Class,LHR to JFK,LHR to JFK,01-07-2016,1,1,1,1,1,1
4,United Kingdom,Boeing 777 and Boeing 787,Boeing 777 and Boeing 787,Solo Leisure,Solo Leisure,Business Class,LHR to BKK via KUL,LHR to BKK via KUL,01-06-2016,5,5,3,5,1,5
2,United Kingdom,Boeing 787,Boeing 787,Business,Business,Business Class,KUL to LHR,KUL to LHR,01-07-2016,5,5,5,5,1,5
1,Switzerland,A380,A380,Business,Business,Business Class,JNB to LHR,JNB to LHR,01-03-2016,1,1,2,1,1,2
9,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,YYZ to EBB via LHR,YYZ to EBB via LHR,01-08-2015,4,5,5,4,3,5
2,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,AMS to LGW,AMS to LGW,01-10-2015,2,1,-1,1,1,-1
1,Australia,Unknown,,Business,Business,Premium Economy,KUL to LHR,KUL to LHR,01-07-2016,1,1,1,1,1,1
8,United Kingdom,A320,A320,Business,Business,Business Class,ZRH to LHR,ZRH to LHR,01-06-2016,1,5,1,2,3,1
8,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,First Class,LGW to UVF,LGW to UVF,01-06-2016,4,5,4,4,4,5
1,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,LCY to TXL,LCY to TXL,01-06-2016,3,4,4,1,1,1
3,Netherlands,Boeing 747,Boeing 747,Business,Business,Economy Class,BWI to AMS via LHR,BWI to AMS via LHR,01-06-2016,4,2,1,1,1,-1
8,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,MAN to JNB via LHR,MAN to JNB via LHR,01-04-2016,4,5,5,2,4,5
6,United Kingdom,A320,A320,Couple Leisure,Couple Leisure,Business Class,LGW to SVQ,LGW to SVQ,01-06-2016,3,5,4,3,3,-1
9,United Kingdom,A380,A380,Couple Leisure,Couple Leisure,Business Class,LHR to YVR,LHR to YVR,01-06-2016,4,5,4,3,4,4
2,United States,Unknown,,Solo Leisure,Solo Leisure,Premium Economy,LHR to ATL,LHR to ATL,01-06-2016,3,3,-1,1,2,1
1,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,MRS to LHR,MRS to LHR,01-06-2016,3,1,1,1,1,1
3,United States,A380,A380,Couple Leisure,Couple Leisure,Economy Class,LAX to FCO via LHR,LAX to FCO via LHR,01-06-2016,1,2,2,2,1,4
3,United Kingdom,A380 and Boeing 767,A380 and Boeing 767,Couple Leisure,Couple Leisure,First Class,JNB to EDI via LHR,JNB to EDI via LHR,01-06-2016,4,5,4,1,1,3
3,United Kingdom,Boeing 777,Boeing 777,Solo Leisure,Solo Leisure,Economy Class,LHR to BKK,LHR to BKK,01-06-2016,4,1,4,2,3,3
10,United Kingdom,Boeing 787,Boeing 787,Couple Leisure,Couple Leisure,Premium Economy,LHR to EWR,LHR to EWR,01-06-2016,5,5,5,5,5,5
8,United Kingdom,A319,A319,Couple Leisure,Couple Leisure,Economy Class,LGW to OPO,LGW to OPO,01-06-2016,4,4,3,5,4,-1
8,United Kingdom,Unknown,,Family Leisure,Family Leisure,Economy Class,NCL to LAS via LHR,NCL to LAS via LHR,01-06-2016,2,5,4,4,4,3
2,United Kingdom,Boeing 767,Boeing 767,Couple Leisure,Couple Leisure,Business Class,ATH to LHR,ATH to LHR,01-06-2016,1,4,2,1,2,-1
2,Bermuda,Unknown,,Couple Leisure,Couple Leisure,Premium Economy,NAS to LHR,NAS to LHR,01-05-2016,2,1,1,3,1,2
2,United Kingdom,Unknown,,Family Leisure,Family Leisure,Economy Class,AGP to LGW,AGP to LGW,01-06-2016,2,2,2,3,3,-1
10,United Kingdom,Boeing 777-200ER,Boeing 777-200ER,Solo Leisure,Solo Leisure,Economy Class,JFK to LGW,JFK to LGW,01-06-2016,5,5,5,5,5,5
1,United Kingdom,Unknown,,Family Leisure,Family Leisure,First Class,LHR to MCI via ORD,LHR to MCI via ORD,01-06-2016,4,4,2,1,1,2
1,United Kingdom,A320,A320,Couple Leisure,Couple Leisure,Economy Class,LGW to FAO,LGW to FAO,01-05-2016,1,1,1,1,3,-1
1,United Kingdom,A320,A320,Business,Business,Business Class,LHR to ATH,LHR to ATH,01-06-2016,-1,-1,-1,1,1,-1
5,United Kingdom,A320/A319,A320/A319,Business,Business,Economy Class,LHR to EDI,LHR to EDI,01-06-2016,4,3,1,3,3,-1
3,United States,Unknown,,Couple Leisure,Couple Leisure,Economy Class,LAS to LHR,LAS to LHR,01-06-2016,1,1,4,2,3,2
10,United Kingdom,A320,A320,Couple Leisure,Couple Leisure,Business Class,LHR to DUB,LHR to DUB,01-04-2016,5,5,5,5,5,-1
8,United Kingdom,Boeing 777,Boeing 777,Solo Leisure,Solo Leisure,Business Class,BGI to LGW,BGI to LGW,01-05-2016,4,5,4,5,4,4
1,United Kingdom,Boeing 747,Boeing 747,Couple Leisure,Couple Leisure,Economy Class,LHR to MIA,LHR to MIA,01-06-2016,1,1,1,1,1,1
2,United States,Unknown,,Couple Leisure,Couple Leisure,Premium Economy,LHR to SAN,LHR to SAN,01-06-2016,1,2,-1,2,2,3
4,United Kingdom,Boeing 777-200,Boeing 777-200,Solo Leisure,Solo Leisure,First Class,PHL to LHR,PHL to LHR,01-06-2016,5,2,1,4,1,3
7,Australia,A380,A380,Solo Leisure,Solo Leisure,Premium Economy,LHR to SIN,LHR to SIN,01-06-2016,4,3,2,4,3,4
3,United Kingdom,Boeing 777-200,Boeing 777-200,Couple Leisure,Couple Leisure,Business Class,LHR to BOS,LHR to BOS,01-06-2016,4,5,1,5,4,4
4,Australia,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Business Class,SIN to SYD,SIN to SYD,01-05-2016,3,2,3,5,3,3
10,United Kingdom,A320,A320,Couple Leisure,Couple Leisure,Business Class,LGW to PFO,LGW to PFO,01-06-2016,4,5,5,5,5,-1
8,United States,"A320, A380","A320, A380",Solo Leisure,Solo Leisure,First Class,BCN to SFO via LHR,BCN to SFO via LHR,01-06-2016,5,4,3,1,3,5
8,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Business Class,UVF to LGW,UVF to LGW,01-06-2016,3,5,4,4,3,2
2,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Premium Economy,LGW to UVF,LGW to UVF,01-05-2016,4,3,3,1,3,2
4,Germany,A319,A319,Business,Business,Economy Class,LHR to STR,LHR to STR,01-06-2016,1,3,2,4,3,-1
10,United Kingdom,A320 / Boeing 777,A320 / Boeing 777,Solo Leisure,Solo Leisure,First Class,MAN to PHL via LHR,MAN to PHL via LHR,01-06-2016,5,5,4,5,5,4
